X;Retailer;EAN_UPC;Product_name;Date;Text;Rating;Brand;GPT_estimated_cleaned;
49367;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;20/10/2020;"the spice mixture tastes fine, I would say it's quite classic Italian The typical Knorr taste can also be tasted here and as a host you can reveal yourself as a packerl cook"" just because of this. If that doesn't bother you, you can quickly put together a fine dish with this. The additional ingredients are all so recommended that saving calories seems to be the main focus, but it doesn't detract from the whole thing. The second ingredient is sugar... every time I'm amazed because sugar doesn't go into my casseroles at all and they're still quite tasty are... otherwise ok.""";4;Knorr;Snacks & Ready Meals;
49368;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;31/10/2020;"taste is always subjective and what you like, The other person doesn't necessarily have to like it. This applies to bag soups"" as well as to a dish in a restaurant. In any case, we occasionally use spice mixtures from the bag and we also liked this one. The preparation is actually quite simple and... is well explained on the package. We always use a few more noodles than stated. This way there will be more and the sauce will be absorbed better. If you use the full length macaroni, you have to make sure that you stir the whole thing a little and shake it up so that the sauce gets everywhere. Otherwise you'll just have a ""lump"" of noodles at the bottom of the baking dish and everything else is on top. Otherwise the noodles might not be cooked properly. From our side anyway, it's a delicious product, which we will buy again.""";4;Knorr;Snacks & Ready Meals;
49369;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;14/04/2017;the same applies to all knorr snack cups: very fast and Simply prepared, the taste is okay. The mashed potatoes with bacon and onions are a bit too salty for me and I probably wouldn't buy it myself because of the bacon. The preparation is very simple, fill the cup with boiling water up to the mark, stir, close the lid, Wait 5 minutes, stir again and eat. This is practical if you have very little time and only a kettle is available. Like all similar products, this one also contains palm oil and of course yeast extract (glutamate) and flavors. I suspect, however, that no one believes that they can get particularly healthy food here. Every now and then that's certainly okay.;4;Knorr;Snacks & Ready Meals;
49370;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;09/12/2018;taste very artificial...quite salty and palm oil It doesn't work at all... I wouldn't give 1 star just for the palm oil in it if it were possible...;1;Knorr;Snacks & Ready Meals;
49371;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;21/01/2021;unfortunately I don't like it and it doesn't taste good either;1;Knorr;Snacks & Ready Meals;
49372;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;23/09/2020;a dish base in the usual good Knorr quality. man All you have to do is get the ingredients listed and read the instructions before cooking. Then you can't go wrong. The result is a delicious, good-tasting meal. We really like cooking with Koch Fix products.;5;Knorr ;Snacks & Ready Meals;
49373;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;21/03/2021;Knorr potato snack fried onions and croutons comb quickly looks as described, mine wasn't really but you can eat it, it's quick to make, put the lid on hot water, stir it, let it stand for a few minutes and you'll have a small warm snack to eat on the side.;5;Knorr; Snacks & Ready Meals;
49374;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;20/10/2020;"I was allowed to use the seasoning base ""oven macaroni alla mamma"""" as part of the Amazon Vine product testing program. I like to use Knorr products in my kitchen. So I was looking forward to the oven macaroni. You don't have to be a kitchen hero to prepare the oven macaroni with the help of the seasoning base, Everything is very easy. I like the oven macaroni prepared in this way quite well. The macaroni are not ""overcooked"" in a sticky way - but just right. There is still a small ""but"""". If you stick to the preparation instructions, it tastes good Minced meat is bland. Personally, I prefer it if the minced meat is well seasoned beforehand. Otherwise, this seasoning base is a great relief because you don't need anything else apart from macaroni, minced meat, creme légère and cheese. All in all, a good product from Knorr found its way into my kitchen via Amazon. 😊""";4;Knorr;Snacks & Ready Meals;
49375;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;06/07/2022;good;5;Knorr; Snacks & Ready Meals;
49376;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;09/10/2017;admittedly, I'm not really a fan of instant stuff And I only eat it when there is absolutely no other option (e.g. camping). The mashed potatoes from Knorr taste quite good and are relatively creamy, the onion and bacon taste is noticeable but not intrusive. However, I'm missing a bit of salt overall. If you want to upgrade it a bit If you want, you put a small flake of butter in it. It doesn't taste like you cooked it yourself, but it works. Preparation according to the description is problem-free and works. All in all, it's a pretty good job.;3;Knorr;Snacks & Ready Meals;
49377;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;20/09/2020;the products from the Knorr bags are actually always light made and you can't do much wrong, plus it tastes good when it's ready. Here too, it's well described on the back what you have to do and that's really not much. One advantage of this bag is that the contents are vegan And you can eat a lot with modified ingredients. For example, you can replace the minced meat listed with vegan minced meat and the crème fraîch is also available in vegan, the same applies to the cheese. I already have the product as described but also vegan I made it and it tasted good with every mixture. I also add a cup of peas, which makes it even better in my opinion. I clearly give this 5 out of 5 stars.;5;Knorr;Snacks & Ready Meals ;
49378;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;26/05/2021;good sauce;5;Knorr; “Snacks & Ready Meals”;
49379;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;04/07/2022;was delicious. can recommend.;4;Knorr;Snacks & Ready Meals;
49380;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;30/04/2021;a quick seasoning mixture for me - I don't need several Buy different spices. Use it as described on the package and it's delicious. Please don't change anything.;5;Knorr;Snacks & Ready Meals;
49381;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;10/09/2021;the family's favorite food - cool even in summer days. Unfortunately, the mixture is not always available seasonally and you have to stock up well beforehand or book online.;5;Knorr;Snacks & Ready Meals;
49382;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;20/09/2020;"I received a bag with a ready-made spice mix for a macaroni casserole . to do this you should bake uncooked macaroni, fried minced meat, water including the contents of the bag with lean sour cream and cheese. The bag contains 54% tomato powder. The package says: oven-macaroni alla mamma and our promise: ... without flavor-enhancing additives ... without preservatives according to the law."" and then I find yeast extract in the list of ingredients. no mother puts the stuff in their food and this additive is used by the industry as a flavor enhancer. and what does without preservatives mean according to the law? probably that other preservatives would be permitted, their inclusion in the law was prevented. What are these puns about? Incidentally, some of the pasta in the baking dish was not yet cooked in my oven despite careful attention to the recipe. but that's only in passing. It's not about my mother, but about the chemist's mother at Knorr, and she cooked like that. And the fact that mother Knorr could cook at all is not part of the “promise.”";1;Knorr;Snacks & ready meals;
49383;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;01/09/2022;taste is okay;4;Knorr ;Snacks & Ready Meals;
49384;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;14/01/2021;all in all the product tastes pretty good. we We prepared everything exactly as described. However, the noodles weren't cooked through after 30 minutes! Ours took 40 minutes. The quantity was enough for 2 people.;5;Knorr;Snacks & Ready Meals;
49385;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;01/10/2020;we really like to eat stuffed peppers and so we thought Let's try out this fix bag just to give it a different taste. As always with Knorr, everything is explained very well on the packaging and you can work through everything step by step. What we don't like, however, is that you have to use the minced meat You have to fry it first before you put it in and then the bag with liquid is added, because we love it more classic or we fill the minced meat in raw, then fry it and then make a sauce with it. But in order to rate it here we tried it out, The instructions are well explained and we didn't have any problems, but the taste of the dish didn't really appeal to us either and that's why we deducted a star because this is always a matter of taste and we probably won't buy it again because we prefer the classic ones again stuffed peppers.;4;Knorr;Snacks & Ready Meals;
49386;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;30/03/2020;you can't go wrong here, the product Tasty! The price is okay for home delivery.;5;Knorr;Snacks & Ready Meals;
49387;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;14/02/2021;good;5;Knorr; Snacks & Ready Meals;
49388;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;30/09/2020;"so it couldn't be quicker! Fry the minced meat, half it Add a liter of water, add the contents of the bag, bring to the boil, pour over the raw pasta, add creme légère and cheese, put it in the oven, take it out after 30 minutes and eat it. Any beginner can do that. It's a good dish in itself, even if it's me It's a bit too musty"". Mince, pasta, cheese... I'm missing vegetables, anything fresh. But everyone can add that if they like. Which is what I also notice in this bag (I just recently I tested the minced sheep's cheese casserole from Knorr and it was the same), the seasoning is very weak. Of course, it's better that way than over-seasoning - after all, you can always add more seasoning, but you can't de-season it - but still, the seasoning could be a little more flavorful be in. Since I've already had the experience as I said, I even seasoned the minced meat properly with salt and pepper when frying it and even then the end product was still rather weak. for quick, effortless cooking, every now and then, certainly not bad, but in the long run it's better not for every day. especially because I personally would miss the fun of cooking. But definitely suitable for those who don't like cooking and would still like to get something good between their teeth.""";4;Knorr;Snacks & Ready Meals;
49389;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;09/09/2020;well packed goods delivered quickly;5; Knorr;Snacks & Ready Meals;
49390;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;05/03/2022;very tasty. made quickly. recommended purchase;4;Knorr;Snacks & Ready Meals;
49391;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;31/03/2021;I've known this product for a long time, I like it too Very satisfied, but today's delivery is tattered as if it came from the trash can! One package is even torn!;5;Knorr;Snacks & Ready Meals;
49392;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;06/06/2022;what should you write? everything okay;5;Knorr;Snacks & Ready Meals;
49393;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;28/04/2017;the potato puree from the Knorr snack bar with various inserts is mine I've known it for a long time. I often treat myself to it in the office during my lunch break, so I was thrilled to be able to try the bacon and onion version in a pack of eight, even if I don't actually prefer this variety. No matter, it's still tasty good and is also very aromatic, I don't give it the full number of stars because it's not one of my favorites. Otherwise it's really great, even though I'm aware that this isn't exactly the healthiest snack, I'll give it a small warm meal During the lunch break, it's definitely preferable to a roll or sandwich - with something warm in your stomach, despite various additives, you feel completely different and the afternoon work can continue just fine. So for me, these purees are a great idea and a good solution if it should go quickly!;4;Knorr;Snacks & Ready Meals;
49394;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;08/03/2021;arrives broken, great! paid money for the dispose of the goods in the trash;1;Knorr;Snacks & Ready Meals;
49395;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;12/04/2017;these 8 cups are designed to satisfy your little hunger Very suitable with Knorr Snack Bar mashed potatoes with bacon and onions, because you just pour boiling water into the cup up to the mark, stir and wait 5 minutes, then you could eat the dish, but as soon as we have poured the water and Once you have stirred the puree, the smell of hay and rabbit food wafts towards you. It's no fun to eat the puree now, because the smell remains. It's worth mentioning that this cup is without flavor-enhancing additives and without colorings, but it doesn't say that anywhere The puree smells extremely like small animal food. You can't eat the puree as is, but perhaps as an addition to a piece of meat or something similar. My grandson took a cup with him to the store, so he has the opportunity to prepare something warm for lunch, he takes this puree he no longer with me. A cup costs €1.19.;2;Knorr;Snacks & Ready Meals;
49396;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;01/10/2020;It's been years since I last I once cooked stuffed peppers myself. Back then, for some reason, I didn't really like them and therefore didn't like them. This time I had this fix and lo and behold: the peppers were delicious. As usual with the fix, you don't have to get a lot of ingredients . In this case you only need pepper, minced meat, corn (from the can) and cheese. Since you only have to fry the minced meat and then mix it with water, fix and corn, you don't have much work. Then just another 20-25 minutes Wait until the oven has done the rest for you. I was very pleased that the amount of minced meat, water and corn mixture was perfectly matched to the peppers. The hollowed out peppers are well filled without overflowing. I think That I didn't get this coordination so good when I tried it many years ago. This fix is ​​worth it just to know the right quantities. As is usual with Unilever (Knorr), the ingredients contain palm oil and large amounts of sugar. It's a shame that alternatives aren't being looked for here. The packages we were sent had a shelf life of almost a year when they were delivered.;4;Knorr;Snacks & Ready Meals;
49397;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;22/11/2020;the preparation is very easy and very quick! You take the pasta of your choice and place it in a casserole dish. Wash and cut the vegetables of your choice. Then fry them in hot olive oil and pour in 450 ml of cold water, stir in the contents of the bag and bring to the boil while stirring. The sauce is then poured over the vegetables Noodles spread out and sprinkled with grated cheese. Then bake in a preheated oven at 200 ° C (or fan oven: 175 ° C) for about 30 minutes until golden brown. And the oven macaroni alla mamma is ready. I think the taste is very tasty and I'm very satisfied! So I can recommend the seasoning base!;5;Knorr;Snacks & Ready Meals;
49398;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;07/07/2021;good, fills you up, cheap, ready in no time ;5;Knorr;Snacks & Ready Meals;
49399;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;04/01/2021;if you like it, what should you write about it;5;Knorr;Snacks & Ready Meals;
49400;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;18/09/2020;"and have already tested a lot of knorr fix products and I enjoy using it again and again. This time I was able to try out ""oven macaroni alla mamma"". The product was delicious as always and I really enjoyed it. It is very easy and quick to prepare. Break the macaroni in the middle and put it in a baking dish I used short noodles so I didn't have to break anything. Fry the minced meat in a little oil, add 500 ml of water, stir in the bag contents and bring to the boil briefly. Pour the sauce into the baking dish over the noodles, pour the creme legere over it, sprinkle with cheese and into the oven. Bake in the preheated oven at 200 degrees for 30 minutes. Since I like the pasta a little softer, I will pre-cook it next time. The dish tastes very spicy and like tomatoes and is very tasty. The product is very natural, vegan and without any flavor-enhancing additives. 🍅🧅 conclusion. A dish with a short preparation time, the oven does the rest. I would happily recommend this delicious dish. 👍";5;Knorr;Snacks & Ready Meals;
49401;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;10/12/2020;I usually cook fresh, but also I I don't always feel like it or have the time and then I like to resort to a quick product. The advantage is that you only have a short working time and a great dish. The oven macaroni alla mamma tastes really good and that's why I treat myself to this dish every now and then, because it can be prepared quickly with noodles and minced meat, but a vegetarian alternative with vegetables can also be prepared wonderfully with it.;5;Knorr;Snacks & Ready Meals;
49402;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;17/06/2019;good product;5;Knorr; “Snacks & Ready Meals”;
49403;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;19/09/2020;the seasoning base for oven macaroni is simply delicious . It's vegan. It's prepared within an hour. All you need is macaroni, minced meat, creme fraiche and cheese. After 30 minutes in the oven, a finished menu comes to the table. The taste is completely natural. The great thing is that you can The seasoning base allows you to prepare your favorite dish over and over again with the same taste.;5;Knorr;Snacks & Ready Meals;
49404;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;19/10/2018;simple and delicious. a new purchase in any case. ;5;Knorr;Snacks & Ready Meals;
49405;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;13/04/2017;for just under 10 € you get 8 ready-meal snacks - mashed potatoes with bacon and onion flavor. This is made quickly as a little stomach filler. Seasoning is always appropriate for these dishes - according to my taste. The preparation is easy - put the lid on, but don't tear it off. Pour hot water up to the mark, Stir, close the lid, wait a few minutes. Then you have the appropriate mashed potatoes. As an emergency solution and a quick fix, the product serves its purpose. At the same time, the manufacturer adds a lot to guarantee a quick snack. Palm oil is also part of it - that's not it Good decision. Tropical rainforests are being cleared in Indonesia, which is fueling climate change. You should actually boycott such products and let the manufacturer know why. The potatoes only make up 57% of the total. How much palm oil was used is not stated. If you only see the product as such, it is acceptable, also in terms of price. I just don't like the unsustainable production. That's why I'm deducting a star. If my review helped you, I would be happy if you would pass it on by clicking on the yes button. Thank you very much.;4;Knorr;Snacks & Ready Meals;
49406;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;30/12/2022;super quality and value for money, sometimes you don't feel like it Chop and puree vegetables for the sauce if you have to do it quickly. Great taste, like you made it yourself.;5;Knorr;Snacks & Ready Meals;
49407;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;25/11/2020;"you should always have this pack from knorr in your back pocket With the help of this pack you can quickly conjure up a neat and filling dish - and with ingredients that you usually have at home. Even if you don't have any creme fraiche on hand, everything tastes great. The instructions are, as always, super simple. Everything In general, you don't have to spend an hour with the food and it's ready in the oven, so you can take care of other things in the meantime. The dish doesn't taste disgustingly artificial or like it came from the canteen. Of course, you can cook it all fresh, but that's what you do here It doesn't make a big difference. For people who aren't against the packets, this is a great alternative to complex and time-consuming cooking. We are satisfied and would happily eat this casserole again.""";5;Knorr;Snacks & Ready Meals;
49408;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;13/04/2017;the snack is ready quickly, boil 200 ml of water , pour it up, close the lid again, let it steep for 5 minutes and then the dish is ready. The strongest thing you can taste is leek, a little onion, and the puree is there as a mass, but you can't tell in terms of taste. You have to mix the whole thing very well when pouring it on Stir, otherwise you'll have lumps or the dry powder will still be hanging at the bottom. Let's put it this way: as a snack every now and then, if you don't have anything else to hand, you can quickly conjure up a warm meal with hot water. for the office or even for dinner When you're camping, the cups are a practical thing. If you're very hungry and just got home and don't have time to cook, at least there's something warm. If you're really hungry, everything tastes better. You can add some cheese to it, like that everything becomes creamier.;4;Knorr;Snacks & Ready Meals;
49409;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;03/10/2020;the Knorr fix seasoning base for oven macaroni alla mamma is without colorings, flavor-enhancing additives and preservatives. I tried recipe suggestion 2 from the product description: pasta casserole with vegetables. The preparation is very quick and easy. Mushrooms, zucchini, onions and tomatoes only have to be chopped into small pieces. Everything is briefly fried in the pan . the sauce is added and has to come to the boil. You pour the whole thing over the noodles, sprinkle grated cheese over it and then it goes into the oven. The combination tastes quite good. If you normally always cook completely fresh, then of course you notice that the sauce is a packaged product. But if things have to be done very quickly, you can easily use the spice mixture.;4;Knorr;Snacks & Ready Meals;
49410;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;18/04/2021;fulfills what you expect when things are in a hurry must.;5;Knorr;Snacks & Ready Meals;
49411;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;25/01/2021;doesn't taste good;1;Knorr; “Snacks & Ready Meals”;
49412;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;11/02/2021;I usually don't buy any fixed products, regardless of the product Which supplier. I've been making an exception for the snack cups from Knorr for some time now, since I tasted them at a friend's house. I visited him and was really cold. And since he didn't feel like taking anything out of the freezer in the To warm him up, he quickly prepared this potato snack for me. The taste didn't blow me away, but overall it wasn't bad, and above all, it was warm, which was not insignificant in this situation. Since then, I've always had a few of them in my mouth pantry, for cold days when I come home to Haise cold and hungry and don't feel like cooking something quickly for myself. Unfortunately there is also yeast extract in it, but in such a low dosage that at least I don't notice it. That's why I give it 4 stars along with a purchase recommendation.;4;Knorr;Snacks & Ready Meals;
49413;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;13/10/2020;personally, I always have 1 or 2 bags of finished products at home , in case things have to go really quickly or I use the seasoning as an additive for my own dish. I prepared this version without meat and with lots of fresh vegetables according to the instructions on the package. It tasted very tasty and was also quick to cook. especially since the oven took over most of the time and I had more time for the children. The preparation is very easy and can be done even if you are not a chef or a professional in the kitchen. The explanations on the back of the package provide a lot of information and possible variations. All in all, a delicious alternative if you ignore the freshness content.;4;Knorr;Snacks & Ready Meals;
49414;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;19/05/2022;product contains different spices and therefore different flavors. the The mixture gives the dish a pleasantly spicy and slightly spicy taste - which I didn't really like as I don't like eating spicy dishes. It consists of natural ingredients and has no flavor-enhancing additives or colorings. It is also suitable for vegetarian or vegan dishes. The preparation is quick and easy. The price is quite ok and like in the discounter. The only difference is that Knorr products are often on offer and this fix costs a lot less. The delivery was quick and the product arrived undamaged.;3;Knorr;Snacks & Ready Meals;
49415;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;11/10/2020;"if you need something quick or you don't If you have all the spices at home, the seasoning base is a good alternative. You don't even have to pre-cook the pasta, just fry the minced meat, stir in the water and seasoning base, put everything in a baking dish, sprinkle with cheese, put it in the oven - that's it. It's recommended However, it is important to cover the pasta well with the minced meat sauce; since they are uncooked, any that are not covered will become hard. Instead of creme legere, you can easily use creme fraiche or sour cream (or leave it out completely ;-)). Knorr's instructions are at the back of the page Packaging, easy to read and understandable. The taste was surprisingly good for a bagged product - neither too weak nor overly seasoned. In an emergency - again at any time";5;Knorr;Snacks & Ready Meals;
49416;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;25/09/2020;unfortunately you can't see the Knorr spice and herb mixture in all grocery stores, which fortunately is not the case here in Amazon. I like to use various types of vegetables and rice with my stuffed peppers (I use 2 Knorr bags or depending on the quantity) I tell you, it is a pleasure Fill the rice, vegetables, minced meat mixture into the red peppers. Mhd until 08/21;5;Knorr;Snacks & Ready Meals;
49417;Amazon_DE;8,71133E+12;Knorr Taste the World potato snack fried onions & croutons delicious potato dish ready in just 5 minutes 48 g 1 serving;14/11/2020;after I got the knorr fix for salmon gratin for you good I have to say that the Knorr fix for oven macaroni all mom didn't convince me. Too rushed without the real taste. Not tomato-y. Definitely not up to mom. Even pimping with fresh tomatoes like there's little to save, then it's better to make it yourself, it tastes good better and only takes a little longer. unfortunately not convincing.;2;Knorr;Snacks & Ready Meals;
