X;Retailer;EAN_UPC;Product_name;Date;Text;Rating;Brand;GPT_estimated_cleaned
23429;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;13/02/2021;"I now prepare my pasta sauces etc. myself as I have a quick stock of spices at home, The taste experience is usually more intense. However, if you don't have it at home, you might try out ready-made sauces from tetrapaks. It should be noted that the whole thing is not new. There are always 500ml jars in the sauce department at all discounters with the simplest pasta sauces (bolognese, napoli, arrabbiata, ricotta, etc.). I always have to say about these sauces that you can taste their production"" because they have a very characteristic taste of their own, which in my opinion cannot be emphasized in a positive way . So I tested this sauce from Knorr to see if there was a taste upgrade. The short answer: unfortunately no. I personally also find this sauce to be too bland. It has a good basic texture and you can taste the tomatoes etc , but if you want to use the sauce as the main flavor carrier in a dish, you will slightly underperform in terms of taste. I also used the sauce for pizza toast, but I had to add some seasoning. And this is definitely recommended when used as a pasta sauce. However, if you would like to prepare your sauce quickly from a tetra pack and don't particularly value the taste, you will probably be completely satisfied with """"to get your carbohydrates"""" here.""";2;Knorr; sauces
23430;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;24/01/2021;we used the base for a pasta sauce and chopped in cherry tomatoes. the sauce is not too liquid and becomes nice and creamy, we found it pleasantly fruity and tasty. You can also use it on a pizza and season it to taste. For us, it's a delicious sauce that goes well with pasta and isn't too runny.;5;Knorr;Sauces
23431;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto pasta sauce All' Arrabbiata 370 g;04/03/2021;"The ""Knorr tomato al gusto all' arrabbiata sauce ..."" was offered for testing Since I had already tried 3 different types of Knorr tomato sauces, to which you added minced meat and sometimes a can of chopped tomatoes"", a ready-made sauce was only offered to warm up. The ingredients can also be found on the packaging - 87% tomatoes³ in chopped pieces - 4.5% tomato paste³ - onions³ - where were they? - salt - sugar - olive oil - lots of basil (more on that later) - chili - brandy vinegar - starch - garlic (not noticeable) - paprika - citric acid ³sustainable cultivation (always these newfangled descriptions - I shake my head) the contents of the """"Knorr tomato al gusto all' arrabbiata sauce ..."""" is enough for 2 portions of spaghetti or other types of pasta without being stingy. I warmed it up I put the 2 portions in the microwave and put the lid on them, otherwise you get a really messy mess in the microwave. I always put a lid on it and put a rubber band around it, it's better -) So I tried the sauce once with a teaspoon, of course cold after opening the packaging - nope, who did the contents of the """"grated basil"""" tin fall into the sauce ??? not really my taste. Like a can of chopped tomatoes, the """"Knorr tomato al gusto all' arrabbiata sauce ..."""" has a lot of chopped tomato pieces. The sauce wasn't overly spicy, it may be that other people have a different opinion because it also contains chili. It didn't seem to me that there was any garlic at all, but there was basil. spiral noodles lecka cooked and on top the heated """"knorr tomato al gusto all' arrabbiata sauce ..."""" then tried it, yes, even hot it wasn't my cup of tea, although with the spiral noodles it wasn't quite as intense as it was cold Tried it by teaspoon, no, it's just too much basil. I ate the second portion the next day with spaghetti, there was no love at the second glance either, but I dutifully ate both portions. With the recipe """"Knorr tomato al gusto all' arrabbiata sauce ..."""" you can hunt with me across the field in the future. But I'm not averse to trying out other varieties again.""";3;Knorr;Sauces
23432;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;15/07/2022;everything ok.;5;Knorr;Sauces
23433;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;06/04/2021;I think the tomato sauces are great. There is a lot of sauce in the packaging, so it makes for a good group There's enough to eat with you. You can refine it as you like, but you don't have to, as the sauce is already well seasoned. I now get it regularly from the supermarket because I think the price-performance ratio is completely okay.;5;Knorr;Sauces
23434;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;15/02/2021;Thanks to Corona, our canteen is closed, which is why I have to cook a little something in the afternoon to once a day to get something warm in my stomach. Since I like things quick and uncomplicated, these ready-made sauces are perfect. They warm up quickly and in no time you can conjure up pasta with a tomato sauce that everyone is happy with. They are also great as a pizza base to use, even if you have to spice it up a bit. The taste of the sauce is definitely good - tomatoey, without being too overpowering. It is even tastier with a little basil - you can really let off steam with the taste here. I like it I like it and it tastes good - what more could you want?;4;Knorr;Sauces
23435;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;21/01/2022;fits;5;Knorr;Sauces
23436;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;13/06/2022;We use this product for our homemade pizza. Plus pizza herbs mixed into small pieces and spread on the pizza base . only recommended.;5;Knorr;Sauces
23437;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;19/01/2021;knorr all' arrabbiata comes in a beautiful outer packaging - you can use it as a sauce for noodles & spaghetti or as a sauce in a casserole. The preparation is very simple and very quick. Simply cut open the package, put it in a pot, heat it up with occasional stirring and it's ready. The taste is also very good and tasty. from In terms of content, it's a lot and for me it's actually too much for the amount of noodles/spaghetti I make with it 😅 I'm basically eating sauce with noodles 😅 What's also positive here is that the sauce is vegan and therefore many people use it can. The mhd was in the package I received for a very long time, that was February 22nd, 2022 and I got it on January 2021, so you can easily get it empty by then. I can recommend it well and also forgive it 5 out of 5 stars.;5;Knorr;Sauces
23438;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;10/10/2022;delicious we always;5;Knorr;Sauces
23439;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;31/12/2022;👌;5;Knorr;Sauces
23440;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;03/02/2021;Delivered quickly and safely. Tastes good too. Gladly again.;5;Knorr ;Sauces
23441;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;28/12/2022;I ordered several types of them. Nobody in our family likes them.;1;Knorr ;Sauces
23442;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;09/05/2022;The packaging says 4.5g of sugar, but the picture here from Amazon only shows 3.5g. ;5;Knorr;Sauces
23443;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;30/08/2021;very well-seasoned sauce combination, versatile. price ok, greetings paps;5;Knorr ;Sauces
23444;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto pasta sauce All' Arrabbiata 370 g;17/08/2020;Knorr tomato al gusto herb sauce is unfortunately no longer available in Austria. Very tasty product, for spaghetti Bolognese or similar is unbeatable, clear recommendation.;5;Knorr;Sauces
23445;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;03/04/2022;"the time is just about perfect for quick cooking, finally a tomato sauce that also tastes fresh. basil You have to like it because there's plenty of it in there. You don't have to season it or add more herbs, you can really use this product as it is.... make it hot and ready. As a sauce for spaghetti and add a little parmesan... just great Of course you can also spread them on the pizza, or add them to the bolognese and let them simmer... whatever tastes good is allowed ;-)";5;Knorr;Sauces
23446;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;16/01/2021;After I was able to try out a sauce from Knorr with mozzarella, basil and tomatoes just a few days ago, has This time it doesn't surprise me that this finished product also tastes really good. I have to admit that my wife added onions and garlic roasted in a little butter to the sauce, but there wasn't any additional seasoning. Maybe one or the other would A little salt, but I usually avoid that. I ate the dish with spaghetti and didn't sprinkle any cheese on top. That way I could (almost) perceive the basic taste and it comes close to what I mean by “all' arrabbiata”. It tastes excellently of tomatoes and definitely has the desired spiciness. Actually, all that's missing now is a little leek and some finely chopped olives, here of course without the pit. But otherwise everything is as it should be and the quantity can accommodate two people get fed up with it, e.g. a salad on the side is enough. In my opinion, the consistency of the product would also make it a good spread on a home-made pizza. Incidentally, I can easily do without adding meat or fish to a dish like this. Otherwise, 370 g of content is once again such an absurdity for the industry to enforce indirect price increases in this way. Nevertheless, I think the asking price is reasonable and give it five stars.;5;Knorr;Sauces
23447;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;02/02/2021;quality good;5;Knorr;Sauces
23448;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;31/10/2022;one of the best tomato sauces;5;Knorr;Sauces
23449;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;03/03/2021;While I'm not too fond of these packet sauces that are supposed to be mixed in water and heated, Because they somehow mostly don't suit my taste, some of these finished products from Knorr are, in my opinion, really excellently composed. The taste of tomatoes and basil really comes through and if you don't want to, you don't even have to bother with the sauce I still need to refine it a bit, which is of course always possible. But the product tastes really good on its own and, in my opinion, is completely worth the price. I give it 5 stars for that. 🍅🍃;5;Knorr ;Sauces
23450;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;16/01/2021;We liked the product. We like to eat pasta with tomato sauce. This sauce is all' Arrabbiata slightly spicy, well seasoned, not too runny and is ideal as a base. You can pimp it up as you like, e.g. add minced meat, parmesan, fresh basil, etc. A good option for stockpiling, especially in these times when you're not out The house can, may or wants to. Simply cook pasta and heat the sauce, it works that way too, without much cooking effort. It will now be permanently included in the kitchen inventory.;5;Knorr;Sauces
23451;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;10/03/2021;very tasty for a finished product.;5;Knorr;Sauces
23452;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;18/01/2021;The small tetra pack from Knorr arrived undamaged. Knorr Arrabbiata can be used for pasta dishes, but also for pizzas. There are no limits. This product does not contain any preservatives or colorings. The taste is fruity, creamy and tomatoey. You can add additional herbs to refine it. The nutritional table is on the side. Best before date is February 22nd. 2022 stated. and 39 kcal. per 100ml is not exactly a fattening maker. Enjoy your appetite.;5;Knorr;Sauces
23453;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto pasta sauce All' Arrabbiata 370 g;02/07/2022;tomato sauce with garlic. when things have to go quickly. the best. add noodles - done;5;Knorr;Sauces
23454;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;16/01/2021;I received 370 grams of finished tomato sauce. In contrast to bagged sauces, the package actually contains no flavor enhancers and with 87 % tomatoes plus 7.5% tomato paste, you can have no doubts about the main ingredient. Finally a product that contains what it says on the tin. The product has a shelf life of another year.;5;Knorr;Sauces
23455;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;05/05/2022;Knorr is a really good brand, you can use it in a variety of ways, especially because garlic is also delicious with Herbs make cooked and raw foods more delicious. I love this composition.;5;Knorr;Sauces
23456;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;08/04/2021;"I'm not that into ready-made ones, but every now and then you use it :) it is Relatively standard with a little too neutral spice. Some people like that because they can then rework it individually. For me as a stew person, it would be much more advantageous if there was a little oomph"" in it. But a solid product.""";4;Knorr ;Sauces
23457;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto pasta sauce All' Arrabbiata 370 g;14/02/2021;reviewed --> knorr tomato al gusto all' arrabbiata sauce, pack of 1 (1 x 370 g) We use this delicious arrabiata sauce with spaghetti and we really like it. Slightly spicy, but that's a good thing. The consistency and taste go well together. It can be prepared in the microwave or in a pot. The package supplied Enough for about 3 portions. It suited our taste. 👍;5;Knorr;Sauces
23458;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;13/05/2021;Really delicious sauce and you can taste the herbs. We generally enjoy eating the sauces from Knorr.us They simply taste very good. You should try the sauces yourself, it's a matter of taste. A clear purchase recommendation from us.;5;Knorr;Sauces
23459;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;15/03/2022;couldn't use it because it was expired;1;Knorr;Sauces
23460;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;04/07/2021;very good product and really tastes like it was homemade. everything ok.;5;Knorr ;Sauces
23461;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;01/05/2022;excellent as a base for sauces. Tastes fresh and aromatic.;5;Knorr;Sauces 
23462;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;18/01/2021;I like to cook a lot of fresh food but I usually have a hard time with sauces. I like to use that with convenience products. The sauce from Knorr is creamy, not too strong and has a delicious taste. It goes well with pasta as well as as a basis for casseroles or sliced ​​meat. However, it is not spicy for me. I therefore always add more spice. :) Otherwise delicious.;4;Knorr;Sauces
23463;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;18/01/2021;there is nothing wrong with the sauce. quickly warmed up and delicious. even the list of ingredients is exceptionally good for a finished product. You can taste the high tomato content and also the spices. Finally a Knorr product without yeast extract, palm oil and flavors. More of it please - it works and rightly deserves the highest rating.;5;Knorr; sauces
23464;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;15/01/2021;This sauce is suitable for vegetarians and vegans. 100% Italian tomatoes are used. Also without any flavor-enhancing additives , preservatives and colorings. It contains, among other things, 83% tomatoes, 13% tomato paste, parsley, extra virgin olive oil, chili, brandy vinegar, modified starch, garlic, paprika and the acidulant (8 ) tartaric acid. The olive oil came through strongly when I smelled it , the tomato was only very light. The consistency of the sauce was very liquid and the taste was also partly watery. The tomato pieces were a good size. However, the tomato flavor only came through very slightly. There was also a medium spiciness. I liked the sauce quite well with pasta, that's why I'm happy to give it 4 stars.;4;Knorr;Sauces
23465;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;01/11/2020;tastes good and is ready quickly. Warm it up and it's fine. of course there could be more meat in it. But for the price it's ok.;5;Knorr;Sauces
23466;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto pasta sauce All' Arrabbiata 370 g;05/01/2023;good product, I always have it in stock at home because it's versatile. 🔝;5; Knorr;Sauces
23467;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;01/02/2021;It just tastes good! It's quick and everyone likes it!;5;Knorr; sauces
23468;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto pasta sauce All' Arrabbiata 370 g;16/01/2021;The Knorr tomato al gusto all' arrabbiata sauce contains 370 gr. Here you can use the sauce individually e.g. as a pasta sauce, as a pizza topping, sauce to refine with other sauces. The spiciness is pleasant and not burning. It makes sense to have a sauce like this at home for emergencies. mhd: 02/22/22 long shelf life.;5;Knorr ;Sauces
23469;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;20/05/2022;for in between when things have to go quickly. I think the taste is ok. and I can't find a jar either good.;5;Knorr;Sauces
23470;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;14/08/2020;I have been buying these sauces from Knorr in different flavors for many years...mostly as a spaghetti sauce base ..for me the sauce has the right consistency and a very good taste for all types.. I'm sticking with it;5;Knorr;Sauces
23471;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;02/07/2022;a matter of taste, but useful if you add other ingredients;5;Knorr;Sauces
23472;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto pasta sauce All' Arrabbiata 370 g;26/10/2021;very good as stated with nice tomato pieces, well seasoned and not spicy;5;Knorr; sauces
23473;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;16/01/2021;This small tetra pack with Knorr all'arrabbiata sauce can be used as a simple sauce for pasta dishes or else for a base on pizza or for casseroles... there are no limits to its use. I think it's worth mentioning that the product has no flavor-enhancing additives, no preservatives or colorings. It's still a finished product, hence the mention The added sugar per 100 ml: 4.6 g - I think it's quite high and salt 0.89 g as well as fat 0.8 g and carbohydrates 5.8 g - well, if you don't eat it every day, it's still ok, everyone has to for it Decide whether you want that, in any case a good variant - we like to use it as a base for pizza - it's spicy and creamy and vegan. To open, simply fold both corners outwards with the scissors and cut at the top along the drawn line, Then you can remove everything completely and scoop it out with the spoon, so nothing gets lost. Tastes really fruity and tomato, we like it very much. Spicy and refined with herbs, it feels like it was freshly cooked.;5;Knorr;Sauces
23474;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;11/08/2020;This tomato sauce is actually okay and you can use it for pizza or with pasta.;4;Knorr;Sauces
23475;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;26/11/2022;tastes good!;5;Knorr;Sauces
23476;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;12/03/2021;We were allowed to test the tomato al gusto all arrabiata from Knorr and I am thrilled with it. I like it I like to try out different sauces and I also like to eat very simple sauces, this one is wonderfully spicy and spicy and tastes really delicious. Just warm it up briefly in the pot and pour it over the noodles, perfect if you have some parmesan on top - delicious and above all quickly made if you don't have time!;5;Knorr;Sauces
23477;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;24/02/2022;Should be in every pantry.;5;Knorr;Sauces
23478;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;02/01/2023;dostawa 🚚 prima;5;Knorr;Sauces
23479;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;19/01/2021;with the variety tomato al gusto all`arrabbiata, Knorr has met my taste exactly. whoever it If you like something spicier and spicy, you should definitely try it. I used it with chicken breast cut into strips and half a bag of frozen vegetables and I have to say I was pleasantly surprised. Since the tomatoes are quite chunky in contrast to pureed tomatoes, it works The whole thing is also a bit fruitier. I would like to get it again.;5;Knorr;Sauces
23480;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;04/07/2021;delivery was on time, product impressed me;5;Knorr;Sauces
23481;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;05/04/2022;could have a bit more spice, but it is okay.;4;Knorr; Sauces
23482;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;23/11/2022;always good as a base for my pasta sauce. well seasoned. I buy it again and again!;5;Knorr;Sauces
23483;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;22/01/2021;This sauce goes well with everything, both pasta and rice or potatoes. I really enjoy eating it We also use this sauce with steamed fish. It simply tastes delicious and is nice and spicy!;5;Knorr;Sauces
23484;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;25/06/2020;the sauce is absolutely delicious and you can also taste the garlic coming out. I would find a touch more even better . in any case comes on the plate often and is very tasty.;5;Knorr;Sauces
23485;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;16/11/2022;tastes good and is very versatile. Whether as a basic sauce for pizza or for tomato sauce or rice and vegetable stir-fry. ;5;Knorr;Sauces
23486;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;16/01/2021;The Knorr all' Arrabbiata sauce in the tetra pak is a ready-made sauce that you can quickly make in the pot or can be warmed up in the microwave. The easiest way is of course to prepare it with a portion of pasta. In times of home office, I find such sauces very practical if you just want to quickly eat something warm for lunch. 😄 the smell, taste and the consistency of them Sauces are absolutely fine with a slight spiciness. It definitely tastes much better than bagged sauces, which I no longer like because they are mostly real water sauces. Here it is much gravier 😅 as is often the case, but please also pay attention to the salt content Pay attention. A whole pack covers almost 60% of your daily requirement. People with high blood pressure should plan for this, as salt also increases blood pressure. You can try it!;5;Knorr;Sauces
23487;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;28/04/2021;consistency like pureed tomatoes. The seasoning tastes very tasty and some pieces of onion are also included. very tasty .;5;Knorr;Sauces
23488;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;06/04/2022;less taste than usual!!! has the recipe been changed?;4;Knorr ;Sauces
23489;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;13/09/2022;If you want it to be quick? Just warm it up, add a few noodles, ready and delicious put in a bit of work, fry the mince, chop the onions, add some gusto. super delicious 🤤;5;Knorr;Sauces
23490;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;10/10/2020;very tasty. with tomato pieces and herbs. ideal to use as a pizza sauce;5;Knorr ;Sauces
23491;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;01/12/2021;a little thin sauce! but very good taste!;5;Knorr;Sauces 
23492;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;04/02/2021;we used the sauce for two sheets of pizza and added it directly to the dough as a base. you need A second sauce, which then determines the taste, as the base only comes through very subtly with the toppings and cheese. But the sauce does the job as a base really well - nice color and consistency, pure good taste and it can be spread easily. Ingredients sound Also good - can be used straight away. I would choose other mixtures for a sauce, but you can make pizzas and casseroles well with it. One pack is enough for two trays without any problems if you spread the rolled up dough well.;4; Knorr;Sauces
23493;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;23/05/2021;not just for spaghetti, this tomato sauce can be used in a variety of ways. with pre-fried aubergine slices and boiled potatoes as a side dish Makes a great dish.;5;Knorr;Sauces
23494;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;04/11/2022;If you have to go quickly, it's just the thing. Delicious, well-seasoned pasta sauce with a slight spiciness. Not exactly Like home-cooked, but close to it and a good alternative to hours of cooking. Refined with fresh herbs and some vegetables, but also really tasty with minced meat. Recommended purchase;5;Knorr;Sauces
23495;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;23/08/2021;very cheap for the good taste;5;Knorr;Sauces
23496;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;15/08/2022;very good;5;Knorr;Sauces
23497;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;15/08/2021;tastes good if you want it to be quick;5;Knorr;Sauces
23498;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;26/04/2021;good;5;Knorr;Sauces
23499;Amazon_DE;4,0387E+12;Knorr Tomato al Gusto Pasta Sauce All' Arrabbiata 370 g;17/09/2022;delicious garlic taste in the tomato sauce totally delicious taste great!;5;Knorr; sauces
